file_id	library_strategy	project_id	sample_type	is_ffpe	plate_id	hospital	read_length	source_center	date_of_shipment	experimental_protocol_type	normal_control_proximity_to_tumor	platform	experimental_strategy	tumor_sample_weight	ratio_28s_18s	a260_a280_ratio	percent_gc_content0	library_name	instrument_model	design	center_name	volume	quantity	concentration	necrosis_percent	tumor_nuclei_percent
c1035565-7f37-4c68-a720-79f97f4354dd	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Emory University - Winship Cancer Inst.	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	500	1.44	1.94	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	15	65
505678c0-d98f-4cce-a669-1d62e59edc80	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	MD Anderson Cancer Center	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.54	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	0	75
4f50a4b8-f392-44c2-96af-9b77a012e1ab	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1873	Vanderbilt University	48	22	2011-07-06	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.82	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	20	80
3034a69a-4640-4ea0-bfb9-1976b15c7b17	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1873	Vanderbilt University	48	22	2011-07-06	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.65	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	20	80
b7b163ec-e6f5-4266-a468-4056760a13f0	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A31N	MD Anderson Cancer Center	48	23	2013-07-24	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.52	1.83	53	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	NA	NA
8e604e0e-a8de-417e-afef-3229c7ef994e	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Hartford	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	785	1.38	1.86	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	0	35
27a0cd58-b7bd-4230-a057-bfcd88bd65ca	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	ABS - IUPUI	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	150	1.78	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	0	20
787e4465-6e5f-4aed-8ea0-12e1fcf3645b	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	Johns Hopkins	48	22	2010-11-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	0.7	1.7	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
76f99991-bcfa-465e-a063-73bc626808bd	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2132	MD Anderson Cancer Center	48	22	2012-01-11	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.51	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
a035db56-3e36-4287-ad25-3f39a7558d95	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	Vanderbilt University	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.76	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	20	80
fc4bbef8-6e65-4625-85f8-940283a6d2bb	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2132	International Genomics Consortium	48	22	2012-01-11	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	28	1.72	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	0	60
32509756-9b69-43a7-b6f2-6d6efa3b674c	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A28V	Fred Hutchinson	48	23	2013-04-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	150	1.1	1.96	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	1.95	0.15	5	40
f40c9236-05b6-47dd-9f40-f78dae8a1b8c	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A24Z	MD Anderson Cancer Center	48	23	2012-12-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.4	1.98	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	30	70
6fc66855-1292-4194-8afa-92e315bb2dfe	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Greater Poland Cancer Center	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.71	1.85	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	1	85
9e331542-23df-4f29-87bc-de8787921397	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A31N	MD Anderson Cancer Center	48	23	2013-07-24	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.61	1.88	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	NA	NA
22fa5426-d1b1-4eed-aae5-7f9e977c3d06	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A31N	Emory University - Winship Cancer Inst.	48	23	2013-07-24	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	300	1.92	1.85	53	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	0	55
14a44178-39dc-4da5-b5fd-c31797b83754	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	2132	MD Anderson Cancer Center	48	22	2012-01-11	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	1.24	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.26	0.17	NA	NA
46d3402c-f0fd-4726-a092-f3dc21bc19a5	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A31N	Greater Poland Cancer Center	48	23	2013-07-24	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	180	1.9	1.84	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	10	75
c3c352b0-b927-45ae-b7d6-93a177b84d19	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	2081	MD Anderson Cancer Center	48	22	2011-12-14	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	1.17	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	NA	NA
7dffdcc2-6110-42e8-a9ee-b34d3504cffb	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.68	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
57ba7c14-3d56-4c48-9fd6-9e9e5dc5cbb5	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	MD Anderson Cancer Center	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.45	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	20	80
469e3b5d-5183-468c-8037-9714ae649ccc	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A24H	MD Anderson Cancer Center	48	23	2012-11-07	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	2.11	1.74	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	1.95	0.15	30	70
b9b818b9-4ced-4e07-867e-b75297eddb9e	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A266	MD Anderson Cancer Center	48	23	2013-01-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.56	1.75	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	30	70
5136a8ad-535e-429f-8846-40de55b03d24	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1873	Vanderbilt University	48	22	2011-07-06	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.84	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	20	80
bfc583db-a39d-4631-b0f5-a390b59cd8ac	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	University of Pittsburgh	50	22	2010-11-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	2	1.8	53	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
b1f64684-c219-4c7b-991d-9e71243e3a02	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	1915	MD Anderson Cancer Center	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	NA	1.14	1.7	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.73	0.13	NA	NA
2cc8b90b-0eb6-4fd4-9fb7-a3162f2d88c0	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A30B	Emory University - Winship Cancer Inst.	48	23	2013-06-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.88	1.86	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	0	80
73031819-f51e-47d8-b483-f4f4c13c1729	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	1.68	NA	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	NA	NA
42baadad-ca6c-4b08-8ff5-c43271792f6c	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A31N	MD Anderson Cancer Center	48	23	2013-07-24	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.46	1.86	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	NA	NA
4c5dfa3a-81b8-4b8d-b272-3121c462a994	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A24Z	University Health Network, Toronto	48	23	2012-12-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	85	1.29	1.78	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	5	70
279e7dba-78dd-404e-a92b-cbf7f1248faf	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	University of Pittsburgh	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	147	1.66	1.93	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	0	80
63e8d455-a905-49dd-8d9c-fb46c34be796	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	International Genomics Consortium	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	155	1.88	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	0	80
1c4fba41-5f1d-4d7a-94b7-e727a0c6c57a	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	MD Anderson Cancer Center	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.56	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	30	70
4d781b9f-c699-4fae-9f3f-59359190ae18	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	1915	MD Anderson Cancer Center	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	NA	1.06	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	NA	NA
8f69fce4-ac8a-48fd-b3aa-d7e8efc79efc	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	University of Pittsburgh	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	157	1.69	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.27	0.16	30	70
4b07813f-3fd7-42c4-b09d-48321bfbdf22	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2132	MD Anderson Cancer Center	48	22	2012-01-11	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	2.22	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
b1f6cda0-cccd-48b8-9f9c-d761ae4aa79d	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1915	University Health Network, Toronto	48	22	2011-07-27	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	102	1.25	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	10	70
245fde4c-627b-4e49-8825-91e05801cd67	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Barretos Cancer Hospital	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	199	1.5	1.86	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	0	70
03e466ec-971c-44c9-b022-f1175e9eadf3	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A24Z	MD Anderson Cancer Center	48	23	2012-12-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.3	1.98	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	30	70
dc856833-d85e-4420-a432-a6114d9bab3d	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Ohio State University	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	110	1.51	1.9	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	10	80
6b9c93c3-d959-4b98-84a9-ebf350ca6a87	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	University Health Network, Toronto	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	114	2.1	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	20	70
ed59800a-d2ae-49b5-9f96-b904ff8b81c8	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	St. University of Colorado Denver	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.78	1.91	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	5	85
ff9a2ccf-7367-4cf9-87d2-3d91bc7d33e3	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1514	UNC	48	22	2011-01-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	168	1.85	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	0	70
7d313de1-6730-4683-b52f-7ef2a1ea4095	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1686	MD Anderson Cancer Center	48	22	2011-04-20	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.79	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.27	0.16	30	70
9146a67a-c84d-45ee-a201-1f099cc84ccf	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A28V	Asterand	48	23	2013-04-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	158	1.52	1.87	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	0	100
f3576ed3-6396-49cd-a733-c4bd90ea0294	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	St. University of Colorado Denver	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.67	1.84	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	0	60
7699d24e-4240-4c5b-8d12-ffedcf31cc31	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A28V	Asterand	48	23	2013-04-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	613	2.04	1.82	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	0	80
0143d3a6-5ca6-4a25-8b37-7b9565805dad	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	Vanderbilt University	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	50	1.7	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	20	80
1deb29f7-c885-4a71-89b3-ff8a7bba789d	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A30B	University of Minnesota	48	23	2013-06-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	160	1.64	1.86	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	0	90
52c7418e-37a1-48f9-8082-11142c36bced	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	University of Pittsburgh	48	22	2010-11-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	125	1.4	1.7	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	30	70
decb6a0a-3428-4265-9051-1ff8fca4d71c	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	UNC	48	22	2010-11-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	170	0	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	0	70
2b4e6aad-f924-4504-9f9c-98726ae3f4fd	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1514	University of Pittsburgh	48	22	2011-01-19	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	258	1.61	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
b59052a1-2eb2-488c-9606-679a02a4197d	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	University Health Network, Toronto	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	88	0.78	1.7	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	0	80
bb400b8b-98dc-4127-8c54-d6951bb3d532	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A31N	International Genomics Consortium	48	23	2013-07-24	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	48	2.42	1.88	54	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	0	80
627a45fe-0bd5-44f5-be76-00894faf4f2d	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	MD Anderson Cancer Center	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.85	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	30	70
48de63b5-5159-4bea-ba6f-3986742fbcd4	RNA-Seq	TCGA-HNSC	Solid Tissue Normal	NO	2081	MD Anderson Cancer Center	48	22	2011-12-14	mirVana (Allprep DNA) RNA	Distal (>2cm)	Illumina	RNA-Seq	NA	1.73	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	NA	NA
a979b32a-c205-493c-b824-475c295f649f	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A266	MD Anderson Cancer Center	48	23	2013-01-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.16	1.74	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	1.95	0.15	30	70
91217bde-62fe-4cc1-b6bd-7da7920a85c7	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	Johns Hopkins	50	22	2010-11-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.7	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	30	70
83afae81-bc66-4dca-99ca-1690810590f4	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.68	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	30	70
1d369d96-e3af-48a1-b7c8-3862902a5749	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A39I	Molecular Response	48	23	2014-04-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	250	1.89	1.87	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	0	90
8fbb764c-ceb4-422b-92d3-412472ee6edf	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Johns Hopkins	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	125	0.97	1.85	53	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	10	90
36513bd4-0767-4df2-a80d-f520c0d0d944	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2081	MD Anderson Cancer Center	48	22	2011-12-14	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.57	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
83f24208-f051-49f7-ab21-80c4e68091c0	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	University of Pittsburgh	50	22	2010-11-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	120	1.6	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
a0d2c7e2-950e-4728-a97b-57e3ec7eeaa2	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2403	Asterand	48	22	2012-09-10	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	645	1.57	NA	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.73	0.13	0	30
effb1c90-2716-4ed6-898e-0b5eeeb3de8d	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	2016	MD Anderson Cancer Center	48	22	2011-10-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.67	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	30	70
e64c271d-23e2-463d-9160-fd93cb1f80de	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	University of Pittsburgh	50	22	2010-11-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	100	1.2	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
c257805f-df0f-4fb6-828d-01e21f5baaf4	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A34R	Fred Hutchinson	48	23	2013-11-25	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	150	1.42	1.98	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	10	60
3c1505ff-51c5-4c4d-b745-39d2c1a17941	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	1436	University of Pittsburgh	48	22	2010-11-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	150	1.3	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
3e38a1d4-644a-4ed7-94f3-9e614ef0acb1	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A30B	University of Miami	48	23	2013-06-12	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	200	1.49	1.85	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	0	80
328b19a7-891b-4e91-9a9e-c57a36bfd45f	RNA-Seq	TCGA-HNSC	Primary Tumor	NO	A39I	Emory University - Winship Cancer Inst.	48	23	2014-04-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	120	1.49	1.98	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	0	90
