file_id	library_strategy	project_id	sample_type	is_ffpe	plate_id	hospital	read_length	source_center	date_of_shipment	experimental_protocol_type	normal_control_proximity_to_tumor	platform	experimental_strategy	library_name	instrument_model	design	center_name	tumor_sample_weight	ratio_28s_18s	a260_a280_ratio	percent_gc_content	volume	quantity	concentration	necrosis_percent	tumor_nuclei_percent
455f4e20-ddd1-42cd-9d12-c4e769e22a38	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	International Genomics Consortium	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	140	1.63	1.8	49	13.3	1.86	0.14	7	60
63c49e91-09c2-4914-920a-528575e6a5f9	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Christiana Healthcare	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	313	1.3	1.8	50	26.7	3.74	0.14	5	80
5ff12417-cd68-4aae-a1af-dbbb2bca0d4f	RNA-Seq	TCGA-READ	Primary Tumor	NO	A155	University Of Michigan	48	23	2011-05-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	164	1.5	1.87	50	26.7	4.27	0.16	0	70
492d4cc5-caf0-42ff-95f7-05d4fbbcc6c1	RNA-Seq	TCGA-READ	Primary Tumor	NO	A39D	Christiana Healthcare	48	23	2014-04-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	545	1.22	1.89	50	13	2.34	0.18	5	85
bd948e10-9cd0-4034-b96b-eb0839feaaf8	RNA-Seq	TCGA-READ	Primary Tumor	NO	A155	University Of Michigan	48	23	2011-05-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	249	0.9	1.88	48	26.7	4.01	0.15	0	70
d2685154-224a-4a7b-8aac-8d9e1ec73b1a	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Greater Poland Cancer Center	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	269	1.77	1.8	49	26.7	4.01	0.15	25	90
e2ae3e26-acaf-45f6-86ac-4c9aaea272b8	RNA-Seq	TCGA-READ	Primary Tumor	NO	0905	Indivumed	76	22	2010-04-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.8	1.8	57	26.7	4.01	0.15	20	70
cc415000-40d2-4a4d-bc00-8868971aad25	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Asterand	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	1250	1.5	1.7	50	26.7	4.01	0.15	0	80
10c30c5e-433a-4650-b3ca-8e4896b12111	RNA-Seq	TCGA-READ	Primary Tumor	NO	1928	Greater Poland Cancer Center	48	22	2011-08-03	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	338	1.26	1.7	51	13.3	2	0.15	20	70
f280db18-74de-4f3f-b2fd-bfbd0d8f763c	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	International Genomics Consortium	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	150	1.62	1.7	49	13.3	2	0.15	10	60
1c5ab7eb-aa16-4a37-8267-d0f9b9055624	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	University of Pittsburgh	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	NA	1.56	1.8	49	13.3	2	0.15	NA	NA
240929a6-26b3-4cf7-8894-ea619f3f2f0b	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Greater Poland Cancer Center	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	340	1.75	1.8	51	26.7	4.01	0.15	10	90
e04a7b04-d537-4336-b6c0-a984205f8105	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Greater Poland Cancer Center	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	201	2	1.8	50	26.7	4.01	0.15	10	95
523ca1b6-1cc9-4e80-93f4-ac27222f8d11	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	MSKCC	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	250	1.45	1.8	48	13.3	2.13	0.16	10	70
76230cc5-0da8-4f43-a7b7-cdaa0bf86f72	RNA-Seq	TCGA-READ	Primary Tumor	NO	1660	Cureline	48	22	2011-04-06	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	210	1.27	1.8	49	26.7	4.01	0.15	30	70
6f587871-2fff-4c1b-98cf-0fbd1a4260b7	RNA-Seq	TCGA-READ	Primary Tumor	NO	1660	MSKCC	48	22	2011-04-06	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	250	1.6	1.7	53	26.7	3.74	0.14	0	80
0c0ce802-2105-4444-9c31-c74788b04611	RNA-Seq	TCGA-READ	Primary Tumor	NO	A002	Indivumed	76	23	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.9	1.71	51	26.7	4.01	0.15	20	70
750866ac-7c67-4866-b7e0-e72e1a0a1595	RNA-Seq	TCGA-READ	Primary Tumor	NO	1928	Greater Poland Cancer Center	48	22	2011-08-03	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	281	1.63	1.7	51	13.3	2	0.15	1	70
d6c587a2-3c08-4e70-9a21-cb3ed9088e9a	RNA-Seq	TCGA-READ	Primary Tumor	NO	A083	Indivumed	76	23	2010-09-22	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.3	1.91	50	26.7	4.01	0.15	20	70
f7c18a1a-ea2b-458f-8a08-14b6ed2bab4a	RNA-Seq	TCGA-READ	Primary Tumor	NO	1736	Indivumed	48	22	2011-05-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	100	1.8	1.7	50	26.7	4.27	0.16	20	70
23537609-49f6-4632-b594-665cc21c5530	RNA-Seq	TCGA-READ	Solid Tissue Normal	NO	1660	Indivumed	48	22	2011-04-06	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	NA	1.45	1.8	48	26.7	4.01	0.15	NA	NA
c33583f6-c925-4130-97b3-df2eedfac69f	RNA-Seq	TCGA-READ	Primary Tumor	NO	1928	International Genomics Consortium	48	22	2011-08-03	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	122	1.81	1.7	51	13.3	2	0.15	2	85
2f4b19e9-a1e8-4a54-a391-412c321e2d2f	RNA-Seq	TCGA-READ	Primary Tumor	NO	A002	Indivumed	76	23	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.5	1.67	52	26.7	4.01	0.15	20	70
645cbe6f-0891-48f4-8c62-9dbed218ce51	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	International Genomics Consortium	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	128	1.78	1.7	49	13.3	2.13	0.16	5	85
d15c16e5-63be-4455-a023-89f69a54d631	RNA-Seq	TCGA-READ	Primary Tumor	NO	1830	University of Pittsburgh	48	22	2011-06-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	180	1.65	1.7	50	13.3	2	0.15	0	80
995d963b-5699-4ff8-8af2-37b84aa7ef6a	RNA-Seq	TCGA-READ	Primary Tumor	NO	1928	Greater Poland Cancer Center	48	22	2011-08-03	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	390	1.88	1.7	49	13.3	2	0.15	5	99
7bf7e977-1e6b-418d-9218-112e0c9d317d	RNA-Seq	TCGA-READ	Primary Tumor	NO	0821	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.7	1.8	52	26.7	4.01	0.15	20	70
d1518e2a-68f4-4b07-980b-3006bc2275b5	RNA-Seq	TCGA-READ	Primary Tumor	NO	0821	Indivumed	76	22	2010-02-22	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.6	1.8	54	26.7	4.01	0.15	20	70
ce91a0fd-da20-44a7-a8c6-93b89fa1f6d9	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.4	1.8	53	26.7	4.01	0.15	20	70
f5f51da2-67b7-4d94-9ef9-dcf9f84592bf	RNA-Seq	TCGA-READ	Primary Tumor	NO	1119	Indivumed	76	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	Illumina TruSeq	Illumina Genome Analyzer II	TCGA RNA-Seq Single-End Experiment	UNC-LCCC	100	1.4	1.8	52	26.7	4.01	0.15	20	70
